monthly_income,loan_amount_requested,loan_to_income_ratio,declared_age,employment_type_encoded,cibil_score_proxy,existing_loans,has_default_history,avg_liveness,age_mismatch_flag,geo_tier,loan_purpose_risky,default_probability
65951.41526620969,668931.8646818087,0.845233143698405,42,1,744,2,0,0.953000666981115,0,3,0,0.12712816151558956
37258.57742993191,281063.02592753334,0.6286315915131612,66,0,710,5,0,0.8215858641635306,0,2,0,0.16115932340716246
35200.800530372595,244570.70492712222,0.5789894482562911,59,0,775,2,0,0.972863097297805,1,3,1,0.11758828218829251
68117.39826432081,484999.50260177837,0.5933377704765431,35,0,666,5,0,0.6846664868892152,0,1,0,0.16392635518030282
40309.71708316095,1820495.9792812644,3.763558993987915,61,0,704,4,0,0.9334714205625091,0,1,0,0.38775218501619746
23439.00603943847,693438.6112767098,2.4654010858009157,27,0,621,1,0,0.9954652069925695,0,1,0,0.35189831212857253
25168.69886718155,480091.30306942336,1.5895779436292632,18,0,630,0,0,0.8630367378633323,0,3,0,0.28776660193905973
28008.795280656985,548702.0843953756,1.6325291124246484,44,0,497,5,0,0.9351316842165046,0,2,1,0.35789430387951376
56873.24917407428,154713.5285724008,0.22669346722636796,38,0,736,2,0,0.9082641567192224,0,3,0,0.039436064725834725
47629.75109771942,225617.36711785366,0.39474166516737014,24,0,758,5,0,0.9878735654330125,0,1,0,0.05268056216834556
62645.22103414069,98070.57788754793,0.13045764740524654,69,0,786,1,0,0.7668266504323817,0,2,0,0.02403427650307849
35824.01210827031,1249088.1171083758,2.905611915022429,20,0,611,2,0,0.9063662270278672,0,1,0,0.4328794608080202
48015.0530309779,1106189.3152113054,1.9198654820770906,48,0,735,1,0,0.8939354188220717,0,3,1,0.26247486327681824
60645.16533309179,559999.4696901147,0.7695027660962119,31,1,699,0,0,0.9290110485738029,0,3,1,0.15781147543869306
37999.44107850206,479773.33943638497,1.052149991814427,33,0,759,3,1,0.9222311675970339,0,2,0,0.22684939567355042
55736.33899121477,174389.39820520466,0.26073563699123375,28,0,647,2,0,0.8780389930206456,0,1,0,0.17143171028475976
31857.784086707616,387867.87173711404,1.014581634327973,38,2,673,1,0,0.9576805268938067,0,2,0,0.22562513040669308
36992.596489171905,1296832.261723205,2.9213779350479867,52,0,575,2,0,0.8552549940290279,0,3,0,0.42776159797418783
36648.61999537496,478709.6811049728,1.0885122940631546,34,0,642,2,0,0.8439505508839271,0,2,0,0.25421994363577877
24393.699902035143,315278.6469485094,1.0770494301625193,55,1,700,1,0,0.940408457775835,0,1,0,0.18041853649262954
56584.26604031477,154069.2728563351,0.22690240538268608,41,1,713,4,0,0.9716163086423264,0,3,0,0.1583537122202637
35076.92654475594,1012753.5198932254,2.406029688778025,58,3,565,1,0,0.9734760032268772,0,2,0,0.5164652372245605
44633.816105819256,424195.5027702644,0.7919919987806411,41,2,659,3,0,0.9762126842421582,0,1,1,0.27264101740770513
56408.398132119364,154192.89892520945,0.2277924683071421,37,1,712,4,0,0.9549956367970642,0,2,1,0.1555155226105938
55451.58562853218,254089.18102047488,0.3818483850077308,44,0,812,1,0,0.9379569245076197,0,1,0,0.14531175811526936
61863.92874493244,205556.7004758154,0.2768935854410064,53,0,632,0,1,0.9189559118005913,0,1,1,0.22811465592243513
42224.55731834613,408788.7854212719,0.8067753525893834,42,0,739,0,0,0.8837345123406134,0,2,1,0.19824669879924808
35894.91223565994,501021.04329396895,1.1631663377171404,65,0,655,3,0,0.8109684596759794,0,3,0,0.20448833748607567
42622.642048558424,327115.88040566375,0.6395581172423813,44,3,664,0,0,0.9141462483650188,0,1,0,0.25155608464054235
19078.794907455358,705193.8142851313,3.0801815038885794,33,0,629,0,0,0.9196009713244354,0,2,0,0.40248294683291075
21513.668661059535,463833.69187825866,1.796662775906949,19,2,616,2,0,0.9803580968075198,1,2,0,0.3748711508277863
22894.458968502695,836839.3797893967,3.046004060562892,38,0,662,1,0,0.7406534165261941,0,3,1,0.42796899629251156
26940.246131292635,357068.7263975977,1.104508364726365,20,0,783,2,0,0.9047909408152186,0,2,0,0.1405899019604215
54170.248354297735,2000000.0,3.0767196335632776,19,2,639,4,0,0.874503900591955,0,2,0,0.4670625249434205
28205.16714744016,315308.488110845,0.9315919740952553,37,0,627,4,0,0.8810507579322626,0,2,0,0.2313019159283656
36714.19422821016,257301.03091996524,0.5840180624252548,33,0,716,2,0,0.937234946479396,0,2,0,0.06920335296722209
84932.67381845323,239000.20052799076,0.23449966287303303,64,0,700,0,0,0.9606604538928681,0,2,0,0.0766068867748898
37118.39747395953,389818.1253464004,0.8751682720585255,55,0,694,1,0,0.8272218024901847,0,3,0,0.14963767253549376
64135.786845047944,157672.96820494861,0.20486868039560932,59,0,720,5,0,0.9461702973802084,0,2,0,0.07289772347789954
27811.118339537272,527939.8872473513,1.5819209449553528,46,1,619,0,0,0.9190941273859882,0,1,1,0.3316546670652094
40025.86787953997,141042.668669795,0.29364899114382437,23,2,628,1,0,0.9561879604316159,0,2,0,0.226058779716382
27583.939289925107,487479.0306454724,1.4727139632527688,62,1,778,5,0,0.8437392805706971,0,2,0,0.23727401942984522
37439.570620256796,196663.40720492858,0.43773518220345903,43,2,688,2,1,0.8377684697331468,0,2,1,0.2736804847470743
67518.30793346424,351942.8049962735,0.43437947396318877,40,2,747,0,0,0.9599773387290721,0,2,0,0.11239696679758251
18701.14046476903,635853.9893548227,2.8334011257793983,49,0,797,5,0,0.9118679477836406,0,3,0,0.339127828040064
55116.90874131238,1762815.1572820987,2.6652667296040327,26,1,767,4,1,0.9073876227203113,0,2,0,0.37025365183292025
49954.496555997895,231700.226396692,0.38651880272840095,43,1,590,5,0,0.8970949521315084,0,3,1,0.2067396796568216
32955.88151403752,404258.38944882224,1.0222211506126981,49,0,690,4,0,0.9476249459890042,0,1,1,0.22797964508327406
21525.016004055284,286571.9147935634,1.109452968349221,54,0,783,3,0,0.951231576550819,0,2,0,0.1342669511060114
45984.73413941703,262518.7551005234,0.4757353355293522,44,1,741,4,0,0.9280680570540779,0,1,1,0.13991064522929886
34038.708641553436,288086.48293754924,0.7052913541542278,69,4,714,0,0,0.9477079359549831,0,2,0,0.12623152953513486
49828.28659510513,725371.9852674328,1.213119486329895,69,4,568,0,0,0.9287476133139745,0,2,0,0.27131026439314376
44843.147680086324,330105.1375911028,0.6134440352442333,23,0,650,3,0,0.8673383364623855,1,1,0,0.23999935856755975
98803.61238417783,1705873.098670481,1.4387742322935346,22,1,705,2,0,0.9769481248369006,0,1,0,0.2672259435357898
39352.79128964114,567835.7898548049,1.2024470845356032,44,0,585,4,0,0.9648466879816935,0,3,1,0.2474966530577951
26588.95688018994,241347.62566031853,0.756415613782296,61,2,763,5,0,0.9403706431883345,0,3,0,0.12950075254599752
48515.46138075388,355036.85881401674,0.6098345570491681,44,1,690,1,0,0.9742747164160712,0,1,0,0.1698891272994691
49513.38628444057,273454.85028065235,0.4602372388578762,29,3,541,1,0,0.9313950238335099,0,2,0,0.32998273777960097
87517.47683165682,715002.4096197576,0.6808186923577674,47,4,654,1,1,0.9851460081525921,0,1,0,0.21050463118852805
67343.0930135422,165500.94869201272,0.20479822216602042,67,0,677,4,0,0.9904469165556887,0,2,0,0.06779361936255417
53020.58586001348,197882.5935108082,0.31101535108341954,26,4,689,2,0,0.9061428147871046,0,1,0,0.12525482705916005
92194.10271381063,310230.95920267,0.2804146813360453,41,1,813,2,1,0.9787588440292269,0,2,0,0.0980739539595232
24480.164903032783,666481.77632766,2.2687816134941263,51,0,746,4,0,0.865544516734105,1,1,1,0.2890752138842286
32212.963176060268,927118.0334743093,2.398408233995572,38,0,590,2,0,0.9757688385599186,0,3,0,0.4016096815325197
27909.210235397455,1012897.2173536157,3.0243815835060506,20,1,580,3,0,0.9706883987504579,0,1,0,0.44378749360270575
36501.00591194177,607970.057357619,1.3880212388857158,52,0,678,4,0,0.9321467063910034,0,2,0,0.21099988539214887
22284.72903479324,420948.7108086612,1.5741299424949713,56,0,710,1,0,0.989935578761269,0,2,0,0.21328206544055772
60935.75999517522,712671.2316600508,0.9746209665671942,52,1,779,3,0,0.9260205058330171,0,3,0,0.19566043419057863
39691.35367726521,222637.38028649756,0.46743467543919587,52,0,838,5,0,0.9577841946339392,1,1,0,0.06199238643359345
21260.301912272767,146269.43816471746,0.5733276929629806,52,0,842,5,0,0.7840968750452079,0,3,0,0.07333893461348824
26694.436700384813,574917.9112888054,1.7947494632858518,35,1,664,5,0,0.9935820443176396,1,1,1,0.3454628495014396
51883.542762047815,241975.7877976932,0.38865212184182796,18,0,774,1,0,0.8325163381193237,0,3,0,0.10480107798419924
67444.70014312436,425413.09356786933,0.5256319778340631,69,1,734,3,0,0.9417549807646874,0,2,1,0.16823734198194715
120374.79497091006,475335.5285396388,0.32906634694200243,28,0,612,3,1,0.9559148819612201,0,1,1,0.2676713112491899
190409.29777588666,513431.41492537665,0.22470515748732403,61,2,548,0,0,0.9650486484249834,0,1,0,0.21153596259505142
54568.09862102333,776595.5165732567,1.185973026057358,46,0,711,3,0,0.9586971722476454,0,2,0,0.14623532163944028
27044.283741010982,728865.9506725944,2.2459026759362652,46,2,580,1,0,0.9012306165147861,0,2,0,0.39757105566666917
15275.062254833592,497325.5099550464,2.713166847037859,19,1,631,3,0,0.8334199361926034,0,3,0,0.40658246950849
50708.85003107379,339351.1977672764,0.5576791124878037,69,2,645,3,0,0.7917204557909401,1,2,1,0.23951781884959888
29540.8536078376,471963.65203680436,1.3313868603297736,45,0,717,4,0,0.9436150490847416,0,3,1,0.21322221180814016
36037.71723338932,309363.9671695591,0.7153707997236162,61,0,802,4,0,0.827839421667425,0,1,1,0.07711981569462564
32661.477374078026,393227.1236910592,1.0032897960783054,58,0,701,3,0,0.8019793388178301,0,2,0,0.20912813357028964
41340.774039053336,2000000.0,4.031532319864691,25,0,656,2,0,0.9006672594926123,0,2,0,0.3879071288759202
75583.26047742556,493517.6097140204,0.5441213731240345,67,0,534,5,0,0.9519814019161694,0,1,0,0.23522306341427682
47979.268182425825,579631.0214822633,1.0067386801288174,48,1,736,1,0,0.9818431477234412,0,2,0,0.130795198635638
40973.57318800932,289731.9924173894,0.5892659786019057,27,0,702,1,0,0.9391719377912917,0,1,0,0.09299137341972798
26427.835894186923,815897.5298183755,2.572721470287069,48,0,656,5,0,0.8039302097424166,0,3,0,0.34126950035752657
19199.86501740788,698131.9846306711,3.0301080415482873,50,0,793,5,0,0.958792905391042,0,2,0,0.3086040167542272
34781.6784382633,701104.0128260362,1.6797732894309096,51,1,604,2,0,0.9816271410097219,0,1,0,0.3107621000595723
43178.96457855623,503296.50473839935,0.9713381458826311,34,1,645,5,0,0.7013720903643169,0,1,0,0.2565685622799953
107362.36243817683,822837.5375674765,0.6386762850600898,66,0,680,5,0,0.9456941879215763,0,3,0,0.11886709159685002
47341.248735294495,948854.8524300883,1.6702397975310925,30,0,655,5,0,0.9751398928501483,0,2,1,0.29271602330339636
72502.0238417326,524320.9897477053,0.6026509812703819,43,0,744,3,0,0.9105022132347538,0,1,0,0.11711356690237493
34556.543406068544,413012.2715094996,0.9959818286227708,61,1,737,4,0,0.9769693722130103,0,2,0,0.2233250329791711
24526.957966731577,756715.4681550653,2.5710331640715354,22,1,784,3,0,0.8020481710859818,0,3,0,0.3437622360433531
27376.537197724945,257178.2790188505,0.7828427348858381,38,0,740,0,0,0.9725368531139503,0,2,1,0.12182548439938058
30865.272628789902,287570.6452463829,0.7764136972127601,42,0,690,0,0,0.9032924009586887,0,2,0,0.150554070644172
128570.78224016773,428488.76369855815,0.2777255948258845,58,1,672,5,0,0.9884290237856423,0,2,1,0.17373243326291088
29416.371744304382,155622.07625950515,0.4408601600389325,58,1,736,1,0,0.9227300108184724,0,3,0,0.09993992561552109
67456.93018466487,726909.4269839549,0.8979920286346955,59,0,684,1,0,0.9294847682829286,0,2,0,0.1862877791777429
28241.178179000715,248264.91670158386,0.7325736528176733,36,0,703,5,0,0.8925162114113698,0,2,0,0.15695832086868727
70670.71184498466,333402.3797510518,0.3931406790816515,43,0,740,2,0,0.9050433212473211,0,2,0,0.025262818070924904
53770.24267795747,389271.4688567556,0.6032944516483358,19,1,711,4,0,0.856257423464428,0,2,0,0.21756989473948762
41014.504489872474,452965.8851647896,0.9203367824762222,60,0,724,4,0,0.97815378196056,0,2,0,0.14056724513073354
43460.97712746049,359981.5410102556,0.6902390082688761,33,1,636,2,0,0.8431593375479312,0,2,0,0.19371689110592832
31971.691584849064,424886.5077521919,1.1074549773315185,42,1,807,3,0,0.9683559760940327,0,3,1,0.16510046858094665
55438.86165536196,426865.1441072783,0.6416454862188303,53,2,611,3,0,0.9719824381868822,0,2,0,0.2366835774271793
35330.72496053976,338331.4872678086,0.7980105315455712,58,4,735,2,1,0.9445591555387817,1,3,0,0.2009858257514488
24033.335340391797,278196.5967849874,0.9646205740374091,22,0,661,0,0,0.9867839382715067,0,1,0,0.14988998300676237
23412.637340184516,846515.9770409015,3.01303082868262,57,1,786,0,0,0.9470237800708861,0,3,0,0.3534347598722266
48353.5034702402,125161.04895247774,0.21570489549171576,37,1,770,4,0,0.9566622667181914,0,2,0,0.1011158047659647
97689.13540416943,391042.2559432479,0.33357706081761984,39,2,699,5,0,0.8814379967959679,0,2,0,0.13913914980111752
48049.922754318955,333921.20029711263,0.5791219859749899,24,0,824,0,0,0.8692735575220882,0,1,0,0.06597753556633967
41801.22134830928,568794.7298448305,1.1339276531047984,55,0,685,1,0,0.8217528354991824,0,2,0,0.2412401578350861
51170.223511157266,184872.98895464506,0.3010751440147201,42,4,770,2,0,0.8527655918431148,0,2,0,0.10981658742923957
85220.80480439437,327790.1169665217,0.32053021727782305,23,0,641,0,0,0.9008882515123328,0,3,1,0.12902210678361556
49498.18348852598,416059.75036148366,0.7004629952025229,25,4,732,2,0,0.9144670546198148,0,2,0,0.1472304895886097
36117.62977689712,840745.4066756102,1.939831535340207,55,0,625,5,0,0.9491248905962819,1,2,0,0.3367357155350677
77122.03798042171,539992.7432786298,0.5834829635161192,23,0,701,3,1,0.8564906962515868,0,3,0,0.1753709076261486
54960.95039492545,217489.765553796,0.3297640779362579,45,4,695,5,0,0.9245607056542993,0,2,0,0.1286228298669396
95595.21026922385,330219.86486798705,0.287862979691479,54,1,770,2,0,0.867087235569027,1,3,0,0.12740359629559567
48611.58804519767,752857.1730724499,1.290599634344498,65,1,646,4,0,0.9333533475335547,1,1,0,0.30901791266987855
24046.99895422675,215245.62146265208,0.745919902771687,26,0,900,5,0,0.9735505642420275,0,2,0,0.09663497684818427
22379.942226356372,422022.30158372567,1.5714305593943818,33,0,589,3,0,0.9150137831468991,1,2,0,0.3293164345476877
101261.74377213223,439998.9979406489,0.3620970940835365,26,0,718,4,0,0.9712188578484596,1,3,0,0.1240240403109963
105012.31000300318,350996.0202440003,0.27853561504199076,63,1,723,1,0,0.901119975479689,0,2,0,0.1145050127933358
40547.94553825026,2000000.0,4.11036032662726,48,0,743,5,0,0.972520491302861,0,2,0,0.3497346722741541
36622.06986496737,345366.38718216744,0.785879453873033,69,0,658,5,0,0.7907239822162658,0,1,0,0.22105770742238082
92108.46657827076,579464.1612693917,0.5242588645718957,20,0,719,3,0,0.931472179594951,0,2,0,0.09245480961134737
25501.107433755868,279349.6013625645,0.9128675492761439,54,3,654,0,0,0.6513212583362471,0,2,0,0.3244670071492565
28357.20695762979,607221.4285487366,1.7844418100838313,19,2,849,1,0,0.9251327138198847,0,3,1,0.23561345186899724
61185.370594063366,745993.7925040731,1.01602962884352,23,0,649,1,0,0.8801866898376344,1,2,0,0.25228849461213065
36413.59374970434,310898.4398783334,0.7114981152719871,40,4,688,5,0,0.9857666485392916,0,1,1,0.17975498586646685
44242.40806836691,428128.6060565136,0.8064069158014919,37,0,646,0,0,0.9534156621350617,0,1,0,0.1406354757365498
40875.18976418897,258546.83542970545,0.5271062897429859,36,0,635,0,0,0.9472805166876064,0,3,0,0.13904221858108945
52511.48961260302,222650.31216002005,0.35333586643385895,21,0,587,5,0,0.8753696104981357,0,1,0,0.1902555213332202
89656.49552335657,824124.8047520556,0.7660021358383355,46,2,753,5,1,0.9585902020510868,0,2,0,0.22480147278498294
46411.03129807667,317298.8751412959,0.5697260368686765,35,0,646,1,0,0.8714912863788336,0,2,0,0.17615442391482083
61204.096139118265,103967.39328884694,0.14155832676695193,69,0,636,0,0,0.9790749966200181,0,2,0,0.111207835333302
15913.354629521487,1275965.4859546563,5.0,59,4,622,5,0,0.908339122083547,0,3,0,0.4667119026827271
43288.43546701939,273414.1085942679,0.5263417077496689,40,1,724,4,0,0.94274819924269,0,1,0,0.1393501312179452
29096.84025185377,381618.30014116905,1.0929545867008017,57,1,701,4,0,0.9557965872022274,0,2,0,0.21309260628314133
24115.099770836892,1184159.624461827,4.092040656804119,47,1,702,4,0,0.7847973787487779,1,2,0,0.42030035506885766
28593.188855383964,406343.74522695836,1.18426730716106,43,1,639,5,0,0.959840722220254,0,1,1,0.30935287834902386
37531.59083736098,401112.8301591052,0.8906115737212852,65,0,734,3,0,0.939548467177569,0,2,0,0.1467100842247378
70119.15380696142,211736.14369332968,0.25163849937046795,48,1,647,0,0,0.9442351396994191,0,2,0,0.14879751012938114
22852.222151904345,165893.24867842955,0.6049493698238486,43,0,705,4,0,0.928747640573894,0,1,1,0.1713225154085612
45040.42713812832,400379.546016028,0.7407781028736672,47,0,688,0,0,0.8706879587374072,0,2,1,0.13105618086399992
34818.88821553376,550006.7690216094,1.3163515484684418,58,4,564,0,0,0.9542401515136292,0,1,0,0.2870975109446865
37652.83212411461,531423.8777299715,1.1761485297623053,56,0,862,2,0,0.9373702085147662,0,3,0,0.10794490607472068
73231.35188201022,331453.6804574529,0.3771764323376693,46,0,745,2,0,0.8974032334459179,0,1,0,0.059784771866175014
58049.86830652186,447823.5980971661,0.6428719696263483,27,0,714,3,0,0.8312260748730235,0,2,1,0.12388667610137234
86569.17235247145,146924.48154995366,0.14143264239582312,51,2,727,2,0,0.9218242527830408,0,2,0,0.13625464239435825
41058.25374720972,583091.9738044643,1.1834647940997953,40,4,864,5,0,0.9413327122700257,0,2,0,0.17863218689532065
31320.518164242603,487401.5044544356,1.2968109858488936,66,0,790,5,0,0.852642176250997,0,3,1,0.1767127404976347
39658.89705035012,1445833.509639089,3.0380604294237106,65,0,727,5,0,0.8807138893946876,0,1,1,0.3806184482643271
50073.559618428495,444403.3112855387,0.7395841149700384,18,1,643,2,0,0.9815396363502061,0,1,0,0.23127523475660108
48449.95454946117,251298.91066226322,0.4322310739660918,69,1,655,3,0,0.9053851047718016,0,2,1,0.23558425196793248
25791.64713115086,429151.85925363464,1.386598333791918,64,0,555,0,0,0.9782519548620705,0,1,0,0.2889651141084426
46408.82391953998,363422.05361497763,0.6525735534062994,65,0,670,5,0,0.7876043278127167,0,1,0,0.16020946926921648
49717.594576983975,574252.6419643083,0.9625241775577073,43,1,752,1,0,0.8963276340000595,0,2,0,0.1366037471562257
156175.71315995854,449609.73820474447,0.23990592023328047,32,0,750,1,0,0.9103038690707921,0,2,0,0.05930256601038702
113371.15871865262,207737.7985050077,0.15269741797128192,49,1,749,5,0,0.915495977902196,0,2,0,0.0927962801223619
28951.52980819651,165802.73661794703,0.47724230151909036,63,0,658,5,1,0.898133292331538,0,2,0,0.17310106381998874
38419.03501324693,518007.4594288909,1.1235911644021452,41,2,744,5,0,0.6860166723870829,0,3,0,0.2197950512769822
21338.729757784036,1014461.7402677032,3.9617390217336443,69,1,765,0,0,0.8861924182546084,0,2,0,0.36501107557509893
33012.662963732015,463985.5694637062,1.1712312988641274,31,1,521,5,0,0.9800166679947356,0,2,0,0.34332068118766657
51937.819426857975,720700.1235565243,1.1563508882826359,62,1,724,2,0,0.8210602613546191,0,3,0,0.2049463819892292
81058.53365908579,812349.132219163,0.8351466275343314,21,0,866,0,0,0.9960011121598666,0,3,0,0.11066057739588185
30805.79439971055,519215.9205280892,1.4045407437292807,61,0,676,0,0,0.9215587112737876,0,3,0,0.2020280798219918
